ID,Description,setSize,enrichmentScore,NES,pvalue,FDR_corrected_p,BY_corrected_p
GO:0051973,positive regulation of telomerase activity,12,-0.6366105507548012,-1.8366654717232256,0.009847318301861453,0.07355939164495756,0.6203514758259663
GO:0016071,mRNA metabolic process,256,-0.24514523477718722,-1.365397004521624,0.009887350038304484,0.07355939164495756,0.6203514758259663
GO:1902369,negative regulation of RNA catabolic process,19,-0.5227322767229547,-1.7496843553307984,0.009889619876327112,0.07355939164495756,0.6203514758259663
GO:0006672,ceramide metabolic process,15,-0.5695363472542186,-1.7695009125177292,0.00994026434866038,0.0737236272525645,0.6217365308037709
GO:0050819,negative regulation of coagulation,10,0.6629635787324532,1.825448598342165,0.010398126389873263,0.07689846479158421,0.6485110202169603
GO:0006164,purine nucleotide biosynthetic process,61,0.3564872358001212,1.5538459555400186,0.011193942994027425,0.0825473339073851,0.6961498629856526
GO:0009607,response to biotic stimulus,214,-0.2520638977572986,-1.3783123507270196,0.011715337616776907,0.08614611506809458,0.7264996137692951
GO:0009967,positive regulation of signal transduction,258,-0.23789561192557632,-1.3281606877541061,0.011982799263671847,0.08786251391913931,0.7409745915599057
GO:0051347,positive regulation of transferase activity,103,-0.30358889692222546,-1.4705990803784408,0.012108073697265655,0.08852957000748628,0.746600103402935
GO:0007600,sensory perception,46,0.39002341609216035,1.5952634676806392,0.012260914919477615,0.08939384578297098,0.7538888362330048
GO:0001655,urogenital system development,53,0.36601283212099006,1.5400817715214308,0.01243082828112583,0.09037737406643878,0.7621832661966281
GO:0046939,nucleotide phosphorylation,25,0.46236781368851754,1.6276003157969863,0.01252958038584067,0.09083945779734486,0.7660801761358282
GO:0051054,positive regulation of DNA metabolic process,48,-0.38860477518082576,-1.6381909030874582,0.012627548764091443,0.09129328672302525,0.7699074704829213
GO:0030177,positive regulation of Wnt signaling pathway,25,-0.45241485225327166,-1.6362225255140006,0.012728569154204176,0.09176658376257256,0.7738989460840842
GO:0046942,carboxylic acid transport,33,0.4256363926681229,1.6191068325092708,0.01300475064949765,0.09349654993413213,0.7884883417228604
GO:0015698,inorganic anion transport,25,0.4608101418442164,1.6221170898659518,0.013122689851660057,0.09408239585315169,0.7934289804685495
GO:0007160,cell-matrix adhesion,35,0.4028351476449998,1.5508544642383533,0.01317388029900944,0.0941877702264359,0.7943176385517567
GO:0072073,kidney epithelium development,16,0.56099747573132,1.7821089178088276,0.013215607295265417,0.09422508958309403,0.7946323654338318
GO:0042981,regulation of apoptotic process,297,-0.24155996687023087,-1.3717738939615665,0.01326972437487767,0.09435029920539743,0.7956883009472523
GO:0070534,protein K63-linked ubiquitination,14,-0.5680439520877725,-1.7325446141019303,0.013330682837342853,0.09452333077797226,0.7971475353021171
GO:0022898,regulation of transmembrane transporter activity,25,0.4588669833053305,1.6152768960680657,0.01371579960325355,0.0966315565436508,0.8149269233022987
GO:0032409,regulation of transporter activity,25,0.4588669833053305,1.6152768960680657,0.01371579960325355,0.0966315565436508,0.8149269233022987
GO:0048255,mRNA stabilization,11,-0.6239999745288548,-1.754011021612039,0.013764515633595837,0.0966315565436508,0.8149269233022987
GO:0048592,eye morphogenesis,16,0.5586494666150311,1.7746500464836403,0.013787087565745988,0.0966315565436508,0.8149269233022987
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",19,-0.5066560172577859,-1.6958740571514255,0.013815205100583938,0.0966315565436508,0.8149269233022987
GO:0010951,negative regulation of endopeptidase activity,40,0.40259396483249926,1.5962132480268392,0.013866935563231004,0.09673124510459248,0.8157676309878874
GO:0071103,DNA conformation change,77,-0.3360448821859093,-1.5508821061749047,0.013956754333171888,0.09709537178953273,0.8188384356987333
GO:0044419,biological process involved in interspecies interaction between organisms,260,-0.24967131257043046,-1.395003156384604,0.014016149586241169,0.0972464572099152,0.8201125906558927
GO:0043207,response to external biotic stimulus,209,-0.257742221359187,-1.4078615594959214,0.014114460946314375,0.09740487620972567,0.8214485921933392
GO:0051707,response to other organism,209,-0.257742221359187,-1.4078615594959214,0.014114460946314375,0.09740487620972567,0.8214485921933392
GO:0009132,nucleoside diphosphate metabolic process,29,0.43850633522931015,1.6143908410392904,0.014280462468695151,0.09828766301787249,0.8288934348847634
GO:0006891,intra-Golgi vesicle-mediated transport,14,-0.5644744100789678,-1.7216574446154227,0.01440945485489896,0.09891171005450589,0.834156236703855
GO:0009135,purine nucleoside diphosphate metabolic process,25,0.4548663604902867,1.6011941360567117,0.014605464690317404,0.09946359990952301,0.8388105123632529
GO:0009179,purine ribonucleoside diphosphate metabolic process,25,0.4548663604902867,1.6011941360567117,0.014605464690317404,0.09946359990952301,0.8388105123632529
GO:0009185,ribonucleoside diphosphate metabolic process,25,0.4548663604902867,1.6011941360567117,0.014605464690317404,0.09946359990952301,0.8388105123632529
GO:0032088,negative regulation of NF-kappaB transcription factor activity,18,-0.5260866678206113,-1.7396113966552842,0.014663886549078672,0.09959866100834751,0.8399495287431987
GO:0007034,vacuolar transport,55,-0.36622507255742365,-1.5841055456547908,0.014752400954807518,0.09993686841038898,0.8428017472879681
GO:0051130,positive regulation of cellular component organization,210,-0.2518394695295447,-1.3749392100201545,0.01487129635665854,0.10016076208236246,0.8446899191003074
GO:0061448,connective tissue development,21,0.4868275449149156,1.633150460636153,0.014901872390401853,0.10016076208236246,0.8446899191003074
GO:0071887,leukocyte apoptotic process,22,-0.4735141411789978,-1.6717044191150099,0.014901872390401853,0.10016076208236246,0.8446899191003074
GO:0002253,activation of immune response,56,-0.3520391960009172,-1.5243829501400854,0.015294026926991375,0.10252956752873958,0.8646668645554478
GO:0006826,iron ion transport,14,0.5554020571122389,1.6875974245761325,0.015422084277644747,0.10312020601191992,0.8696479206317274
GO:0050821,protein stabilization,65,-0.33583493423651856,-1.5018400051546876,0.015772963052053734,0.10519384402416197,0.8871356182928508
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,13,-0.5862297218261842,-1.7597557402499795,0.016095199807741406,0.10706626470046539,0.9029263814290966
GO:0043467,regulation of generation of precursor metabolites and energy,30,0.4261247941698698,1.580305477860258,0.016177908840149205,0.10733980132757094,0.9052332092388808
GO:0042440,pigment metabolic process,26,0.4566619345650883,1.6349149297369137,0.016540379378068674,0.10946338249947499,0.9231420946247921
GO:0090263,positive regulation of canonical Wnt signaling pathway,16,-0.5380452194037592,-1.6992202370796994,0.016640460998123958,0.10984406607713026,0.9263525292673324
GO:0001763,morphogenesis of a branching structure,20,0.48635102032850025,1.5998204052483163,0.016738366164504602,0.10997095271429921,0.9274226076199413
GO:0043068,positive regulation of programmed cell death,118,-0.30279772723431614,-1.5177863118857489,0.016744899037861135,0.10997095271429921,0.9274226076199413
GO:0032623,interleukin-2 production,10,-0.6677570381610067,-1.8299227637840016,0.016881296181025258,0.11030538086892706,0.9302429544803733
GO:0032663,regulation of interleukin-2 production,10,-0.6677570381610067,-1.8299227637840016,0.016881296181025258,0.11030538086892706,0.9302429544803733
GO:0006778,porphyrin-containing compound metabolic process,16,0.5469459089934039,1.7374716003945523,0.017085774874737236,0.1113595579588303,0.9391331899605662
GO:0023056,positive regulation of signaling,288,-0.2326496467246977,-1.3199470267251137,0.017238194620370403,0.11206997560497735,0.945124384631768
GO:0010883,regulation of lipid storage,11,-0.6106274891989013,-1.7164220991560828,0.01746461758899757,0.11316228942722413,0.9543362402023862
GO:0019318,hexose metabolic process,56,0.34998924194931536,1.4945371428774539,0.01752300927113799,0.11316228942722413,0.9543362402023862
GO:0006446,regulation of translational initiation,30,-0.41930157842185506,-1.5747095198509322,0.017574465958782606,0.11316228942722413,0.9543362402023862
GO:0007155,cell adhesion,198,0.25452651150649486,1.3689124410182065,0.01762543213860678,0.11316228942722413,0.9543362402023862
GO:0022610,biological adhesion,198,0.25452651150649486,1.3689124410182065,0.01762543213860678,0.11316228942722413,0.9543362402023862
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",19,-0.4954134188016652,-1.6582429417451616,0.01805616371143631,0.11564009563081169,0.9752324262750677
GO:0065003,protein-containing complex assembly,416,-0.21955602439109909,-1.2909847647942543,0.01823350843223695,0.11648684471189003,0.9823733505045196
GO:0009890,negative regulation of biosynthetic process,337,-0.2272870742393733,-1.3165876349739138,0.018475699214742094,0.11774266585987493,0.9929641192031796
GO:0051338,regulation of transferase activity,177,-0.26907198626505263,-1.43889027637833,0.018581919421387975,0.11782328271254154,0.9936439886584569
GO:0044773,mitotic DNA damage checkpoint signaling,24,-0.4582429197765768,-1.6418490565812929,0.018625300018100328,0.11782328271254154,0.9936439886584569
GO:0044774,mitotic DNA integrity checkpoint signaling,24,-0.4582429197765768,-1.6418490565812929,0.018625300018100328,0.11782328271254154,0.9936439886584569
GO:0070828,heterochromatin organization,15,0.5386724920561763,1.676452484278353,0.018881151890922567,0.1189142564522967,1
GO:0099518,vesicle cytoskeletal trafficking,21,-0.4813024882900665,-1.6662067862617134,0.018889905131903,0.1189142564522967,1
GO:0050877,nervous system process,108,0.2905568762124835,1.4225566850169553,0.01894658145902019,0.11898084366357935,1
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,300,-0.23058080033607253,-1.3111049894705262,0.01905535459197812,0.11937347136382409,1
GO:0006811,ion transport,185,0.2589746634324921,1.3768679803959003,0.019255070678123154,0.12033253612647908,1
GO:0048278,vesicle docking,14,-0.5527024323484245,-1.6857526936900415,0.019359219545117982,0.12069117305784906,1
GO:0070265,necrotic cell death,12,-0.6044232968101214,-1.7438030177791495,0.019480214667274967,0.12115285314755829,1
GO:0032943,mononuclear cell proliferation,45,-0.36954311710522647,-1.5278053555760032,0.01977400174962693,0.12268437143218054,1
GO:0003012,muscle system process,44,0.369804742159084,1.4973145834720274,0.019995650319589435,0.12376204670230295,1
GO:0014070,response to organic cyclic compound,191,0.2583931391250568,1.383395038452979,0.020228247571047426,0.12490216981070192,1
GO:0006892,post-Golgi vesicle-mediated transport,34,-0.413087024930736,-1.5846239604916637,0.020372802144259485,0.12549451631105904,1
GO:1902373,negative regulation of mRNA catabolic process,14,-0.5511527033035093,-1.6810259912927765,0.020598183961337342,0.12658074477193257,1
GO:0070374,positive regulation of ERK1 and ERK2 cascade,21,0.47773061747023193,1.6026331832104164,0.020803438554207958,0.12721741462871225,1
GO:0006820,anion transport,63,0.3435601436579728,1.5082419039441937,0.020858757334318766,0.12721741462871225,1
GO:0030193,regulation of blood coagulation,10,0.6307086313380692,1.7366356523531064,0.02089894761819992,0.12721741462871225,1
GO:1900046,regulation of hemostasis,10,0.6307086313380692,1.7366356523531064,0.02089894761819992,0.12721741462871225,1
GO:0006323,DNA packaging,51,-0.36453104566687133,-1.555268079088,0.02101064411749688,0.12752991718763346,1
GO:0031347,regulation of defense response,103,-0.2944831998633646,-1.4264906500085515,0.021069242038903802,0.12752991718763346,1
GO:0045807,positive regulation of endocytosis,22,-0.4632400074941317,-1.6354323985143064,0.02109851787645079,0.12752991718763346,1
GO:0043087,regulation of GTPase activity,81,-0.30623548325566,-1.4191947270142478,0.021394522975692398,0.12901697149593944,1
GO:0031647,regulation of protein stability,94,-0.2995157807401376,-1.4308496425757227,0.02175259030582951,0.13087047920593464,1
GO:0006779,porphyrin-containing compound biosynthetic process,11,0.6031906643812011,1.7200934309063545,0.02209454658324121,0.13200468687811473,1
GO:0006783,heme biosynthetic process,11,0.6031906643812011,1.7200934309063545,0.02209454658324121,0.13200468687811473,1
GO:0033014,tetrapyrrole biosynthetic process,11,0.6031906643812011,1.7200934309063545,0.02209454658324121,0.13200468687811473,1
GO:0061138,morphogenesis of a branching epithelium,19,0.4940513017982275,1.6106039774616074,0.022191296181529527,0.1322765252760455,1
GO:0060828,regulation of canonical Wnt signaling pathway,32,-0.41634601154557105,-1.5906956010137754,0.022304582346951398,0.1326454540034137,1
GO:2000378,negative regulation of reactive oxygen species metabolic process,13,0.5825008539694739,1.7250222557684138,0.022557549672543063,0.1337309602810303,1
GO:1905952,regulation of lipid localization,25,-0.42970628439978314,-1.554093766789607,0.022590739512797057,0.1337309602810303,1
GO:0051084,'de novo' posttranslational protein folding,13,-0.5698677865377151,-1.7106401658028358,0.023452817889588005,0.13851652854239507,1
GO:0035295,tube development,156,0.26344338113835164,1.3710648508694507,0.02358548328238924,0.13898203733298317,1
GO:0009605,response to external stimulus,400,-0.21864037555072957,-1.2840887089212558,0.023794127089644377,0.13973697198442064,1
GO:0061351,neural precursor cell proliferation,19,-0.4849542582666405,-1.6232341420728869,0.023821878215089146,0.13973697198442064,1
GO:0006261,DNA-dependent DNA replication,53,-0.34652926002522944,-1.4925166938921555,0.02428884939429902,0.14215310722604482,1
GO:0010817,regulation of hormone levels,80,0.314483480040232,1.451813339577641,0.024446601702300532,0.14275266740642006,1
GO:1902652,secondary alcohol metabolic process,29,0.41898913841798585,1.5425369560583897,0.024537987916113974,0.14296285961961663,1
GO:0072009,nephron epithelium development,13,0.5792002197796065,1.715247733728022,0.024594978675798896,0.14297216207711025,1
GO:0019915,lipid storage,16,-0.52493891832278206,-1.657828749474373,0.024727217077263594,0.14341785904812884,1
GO:0001822,kidney development,45,0.35943657445050003,1.4567828237815805,0.02488604013523185,0.1440154026659942,1
GO:0070897,transcription preinitiation complex assembly,17,0.478929270211824,1.5249113324562338,0.025033305028436897,0.14419550346485657,1
GO:0051056,regulation of small GTPase mediated signal transduction,64,-0.333629182011127,-1.4815787153001092,0.025039560871923768,0.14419550346485657,1
GO:0006006,glucose metabolic process,48,0.3642015760749052,1.4949495271089155,0.025084766003766214,0.14419550346485657,1
GO:0033043,regulation of organelle organization,253,-0.23319167702234528,-1.3004683976401887,0.02584419934141902,0.1482308411115611,1
GO:0003018,vascular process in circulatory system,31,0.4110775856370453,1.5369762830636735,0.026218300033528104,0.1500430873315655,1
GO:0006875,cellular metal ion homeostasis,67,0.32274874710815593,1.4366163010303001,0.026357966895446193,0.1505086560998819,1
GO:0033260,nuclear DNA replication,12,-0.5806311847787327,-1.6751611289263628,0.026648801311477444,0.15149902243375174,1
GO:0044786,cell cycle DNA replication,12,-0.5806311847787327,-1.6751611289263628,0.026648801311477444,0.15149902243375174,1
GO:0071108,protein K48-linked deubiquitination,11,-0.5854845556043011,-1.6457474446035945,0.026737665784307037,0.15167014371273949,1
GO:0051172,negative regulation of nitrogen compound metabolic process,486,-0.2086197999451154,-1.2357554031652083,0.026954838037016274,0.15256674774898904,1
GO:0019217,regulation of fatty acid metabolic process,20,0.45940131509057697,1.5111710829421026,0.027699544584215852,0.1564387846211403,1
GO:2001252,positive regulation of chromosome organization,28,-0.42755472791097804,-1.5943499210617487,0.027775787352600407,0.15652687152196867,1
GO:0052126,movement in host environment,40,-0.3765752314593155,-1.514190454044479,0.02859228157610908,0.16077707788221687,1
GO:0030111,regulation of Wnt signaling pathway,47,-0.35297621110679095,-1.479812249184666,0.029224873079399697,0.16397695090854483,1
GO:0048878,chemical homeostasis,173,0.25192425168590504,1.3287375003648332,0.029452402718588924,0.16429541014794283,1
GO:0000422,autophagy of mitochondrion,26,-0.4289340142081184,-1.5585814432461225,0.029472597790971534,0.16429541014794283,1
GO:0061726,mitochondrion disassembly,26,-0.4289340142081184,-1.5585814432461225,0.029472597790971534,0.16429541014794283,1
GO:0051091,positive regulation of DNA-binding transcription factor activity,42,-0.3770653091009177,-1.5293950600245307,0.029767190311800928,0.16557999610939267,1
GO:0030336,negative regulation of cell migration,41,0.3724141996864534,1.4762217888043463,0.030069518502423398,0.1665439399420168,1
GO:0046148,pigment biosynthetic process,20,0.45317132974769,1.490677946792791,0.030069537393638057,0.1665439399420168,1
GO:0034329,cell junction assembly,48,0.3574815657166007,1.4673656917626121,0.030492201573869917,0.16826099099842848,1
GO:0042273,ribosomal large subunit biogenesis,43,-0.36524813006068463,-1.4855437134517606,0.030509935601419808,0.16826099099842848,1
GO:0070227,lymphocyte apoptotic process,15,-0.5253692807488843,-1.6322775994470087,0.03081967849355708,0.16960680211486315,1
GO:0051640,organelle localization,153,-0.2645787306580378,-1.3667323600156676,0.03092528468547943,0.1697082814695866,1
GO:0071310,cellular response to organic substance,422,-0.21268163237846177,-1.2492375662254533,0.03096962439836315,0.1697082814695866,1
GO:0071277,cellular response to calcium ion,10,-0.6283545665420439,-1.7219441493414418,0.031129421411897663,0.17022253530531328,1
GO:0009888,tissue development,238,0.23803465159862908,1.301070554481024,0.03125195944568408,0.1704849510050668,1
GO:0042770,signal transduction in response to DNA damage,42,-0.37458400848359774,-1.5193307851761935,0.031309518317087046,0.1704849510050668,1
GO:0034330,cell junction organization,90,0.293804081567848,1.3905576770782233,0.0314546257657854,0.17091450337156236,1
GO:0006937,regulation of muscle contraction,12,0.5419215497780097,1.5829242234159209,0.031970395295010154,0.1733520803706328,1
GO:1903008,organelle disassembly,36,-0.38830975093452547,-1.5236792638225622,0.032549459499306516,0.17612191817130002,1
GO:0038061,NIK/NF-kappaB signaling,26,-0.4214376222297489,-1.5313424343501834,0.03277572004794839,0.1768958577429766,1
GO:0070231,T cell apoptotic process,12,-0.5687541844164168,-1.6408951613779994,0.03288851636909096,0.1768958577429766,1
GO:0010942,positive regulation of cell death,127,-0.2724639645426901,-1.3832696415275234,0.032898106050611685,0.1768958577429766,1
GO:0046649,lymphocyte activation,110,-0.28439833835357964,-1.4014461147392874,0.033446656649563825,0.17946488472264632,1
GO:1903955,positive regulation of protein targeting to mitochondrion,12,-0.5629881595785003,-1.624259780898767,0.03351494553906065,0.17946488472264632,1
GO:0030522,intracellular receptor signaling pathway,59,-0.3246866062090343,-1.4200913906259331,0.033650636599536335,0.1798184121395513,1
GO:0010647,positive regulation of cell communication,286,-0.2283533893657343,-1.2936698629720136,0.03415535851114461,0.1821383890852567,1
GO:0050778,positive regulation of immune response,83,-0.2981207291257265,-1.3910378255498412,0.034268062307998566,0.18236261611741092,1
GO:0016180,snRNA processing,13,-0.5517389328675454,-1.656220621514203,0.03481400166105501,0.18474399720566578,1
GO:0034728,nucleosome organization,50,-0.3523264473360283,-1.494786927513622,0.034858708500255416,0.18474399720566578,1
GO:0055085,transmembrane transport,195,0.23779572910264962,1.2756136121428296,0.03516398084601989,0.1859799888597896,1
GO:0043536,positive regulation of blood vessel endothelial cell migration,17,0.4670137579909939,1.486972328207176,0.035428303001925614,0.18658139706501756,1
GO:0007601,visual perception,16,0.5133995660077433,1.6309056360527598,0.035494562556731356,0.18658139706501756,1
GO:0050953,sensory perception of light stimulus,16,0.5133995660077433,1.6309056360527598,0.035494562556731356,0.18658139706501756,1
GO:0034121,regulation of toll-like receptor signaling pathway,19,-0.464846630435767,-1.5559300871959776,0.0356807427048021,0.18679918239572865,1
GO:0140056,organelle localization by membrane tethering,19,-0.46551407415128754,-1.5581641482614836,0.0356807427048021,0.18679918239572865,1
GO:0071219,cellular response to molecule of bacterial origin,38,-0.3772838368733509,-1.510544989100371,0.035972609720792303,0.1879459629339371,1
GO:0048593,camera-type eye morphogenesis,12,0.5329376172131612,1.5566826309118784,0.036578623753618394,0.19072611698603853,1
GO:0005975,carbohydrate metabolic process,112,0.27521237327911485,1.3592446980267776,0.03716747970980083,0.19323009997449167,1
GO:0070972,protein localization to endoplasmic reticulum,20,-0.4628030999028772,-1.584663863998092,0.037208585698303896,0.19323009997449167,1
GO:0006513,protein monoubiquitination,21,-0.4499165998273974,-1.5575529113666482,0.037358923418297045,0.19328752130378815,1
GO:0042304,regulation of fatty acid biosynthetic process,10,0.5946338139376321,1.6373048188479176,0.037369420042847844,0.19328752130378815,1
GO:0097352,autophagosome maturation,11,-0.5677099302299728,-1.5957844797250516,0.037586735531893116,0.19402272881563226,1
GO:0080134,regulation of response to stress,228,-0.23426612862173884,-1.2915406303643802,0.03806658088504773,0.19610747557746144,1
GO:0036293,response to decreased oxygen levels,68,0.3204818561674162,1.4328239486775372,0.03846761034857442,0.19777868985990155,1
GO:0008610,lipid biosynthetic process,141,0.2645056373658241,1.3577016401343813,0.038808397236106504,0.19913414168268564,1
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,44,-0.35742639514782315,-1.46503908437145,0.04023802697559757,0.20606021353971693,1
GO:0061045,negative regulation of wound healing,12,0.5285494862514439,1.5438651321472159,0.040610833795614414,0.2071473557835589,1
GO:1903035,negative regulation of response to wounding,12,0.5285494862514439,1.5438651321472159,0.040610833795614414,0.2071473557835589,1
GO:0048584,positive regulation of response to stimulus,340,-0.2146285401151473,-1.2415645920911231,0.04080837568137316,0.20774441347854858,1
GO:1901800,positive regulation of proteasomal protein catabolic process,27,-0.42310164784189375,-1.5668335081020344,0.040896609269313926,0.20778375693720325,1
GO:0051648,vesicle localization,47,-0.3432019193880351,-1.438834653082182,0.04108662298478482,0.2083390450367969,1
GO:1903522,regulation of blood circulation,21,0.44757710962628744,1.501477823906044,0.041812337754064545,0.21137458195300274,1
GO:0048284,organelle fusion,42,-0.3658592343749818,-1.4839426810481209,0.041849055163883916,0.21137458195300274,1
GO:0006096,glycolytic process,19,0.46859580676898344,1.527619231964269,0.042238788246589005,0.21209788417207437,1
GO:0006757,ATP generation from ADP,19,0.46859580676898344,1.527619231964269,0.042238788246589005,0.21209788417207437,1
GO:0044409,entry into host,28,-0.4143030441676451,-1.544934443811975,0.042238788246589005,0.21209788417207437,1
GO:0002062,chondrocyte differentiation,11,0.5634395036565191,1.6067367188896438,0.04266586751502183,0.21382641564324528,1
GO:0044743,protein transmembrane import into intracellular organelle,16,0.4978017286366864,1.5813563131413586,0.042997327344338615,0.21506996487546115,1
GO:0071868,cellular response to monoamine stimulus,16,0.4957115930661282,1.5747166233016396,0.04357446407028775,0.21711523506836422,1
GO:0071870,cellular response to catecholamine stimulus,16,0.4957115930661282,1.5747166233016396,0.04357446407028775,0.21711523506836422,1
GO:0008406,gonad development,40,-0.36403934942939253,-1.4637842899715563,0.04379928768865852,0.2178149547676833,1
GO:0071407,cellular response to organic cyclic compound,118,0.27225833519842513,1.352789348576277,0.04447265729289654,0.22062843315256056,1
GO:0010389,regulation of G2/M transition of mitotic cell cycle,23,-0.42318205928732855,-1.5053828304850656,0.04453599909821157,0.22062843315256056,1
GO:1901699,cellular response to nitrogen compound,128,0.2620505911217279,1.3180816318810722,0.04498778459744747,0.2224396016207125,1
GO:0031497,chromatin assembly,43,-0.35477274870014536,-1.442938055419854,0.04513505437322966,0.22274106183041253,1
GO:0022402,cell cycle process,249,-0.22626040747879736,-1.2628606418368962,0.045743708973433626,0.22531395584051944,1
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,15,0.5018513586249831,1.5618580293451854,0.046059825198016144,0.22643887397348506,1
GO:0055080,cation homeostasis,94,0.2808586711735168,1.3438577819263635,0.04770992366412214,0.23410515775113924,1
GO:0048678,response to axon injury,11,0.5343248964031829,1.5237118187425938,0.04826254826254826,0.23636743276211966,1
GO:0070372,regulation of ERK1 and ERK2 cascade,36,0.3815668993757706,1.4841663253692403,0.048355899419729204,0.23637609167106266,1
GO:0034220,ion transmembrane transport,134,0.2600634528439697,1.318449760542209,0.04873294346978557,0.23776886029398214,1
GO:0051438,regulation of ubiquitin-protein transferase activity,18,-0.46768589038181335,-1.5464974779412215,0.04901285266727797,0.2386833447815933,1
GO:0001666,response to hypoxia,63,0.3204518672353386,1.4067957045758526,0.05,0.24257518796992483,1
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,18,-0.45223246274832596,-1.495397610803419,0.05,0.24257518796992483,1
GO:0016052,carbohydrate catabolic process,33,0.3983119878651107,1.5151656957247057,0.05019305019305019,0.24305490159148693,1
GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,31,-0.3782642315976321,-1.4341737226895461,0.05030181086519115,0.2431254191817572,1
GO:0044818,mitotic G2/M transition checkpoint,15,-0.4918096493180481,-1.5280106835128149,0.050737942719749456,0.24452687733208955,1
GO:0045861,negative regulation of proteolysis,66,0.317700270270419,1.4102542572144618,0.05078125,0.24452687733208955,1
GO:0009066,aspartate family amino acid metabolic process,16,0.48836630439431783,1.5513829987985184,0.051077250298482084,0.24511291138714209,1
GO:0060070,canonical Wnt signaling pathway,37,-0.36388954195810486,-1.44515509686398,0.05112474437627812,0.24511291138714209,1
GO:0010522,regulation of calcium ion transport into cytosol,13,0.5415370996916297,1.6037118966031496,0.051187857124242384,0.24511291138714209,1
GO:0045137,development of primary sexual characteristics,41,-0.3540585283795782,-1.434123456394018,0.0513347022587269,0.24536086394402612,1
GO:0018393,internal peptidyl-lysine acetylation,65,0.3165859406805329,1.4071657169810627,0.05162523900573614,0.24589599273004425,1
GO:0071216,cellular response to biotic stimulus,43,-0.34740025347619424,-1.4129525112623138,0.051759834368530024,0.24589599273004425,1
GO:1903214,regulation of protein targeting to mitochondrion,14,-0.4939050446130097,-1.5064195680228303,0.051759834368530024,0.24589599273004425,1
GO:0045814,"negative regulation of gene expression, epigenetic",15,0.48283673818555145,1.5026808704158026,0.05202312138728324,0.24589599273004425,1
GO:0051893,regulation of focal adhesion assembly,11,0.5314013296118285,1.5153748063689296,0.052123552123552123,0.24589599273004425,1
GO:0090109,regulation of cell-substrate junction assembly,11,0.5314013296118285,1.5153748063689296,0.052123552123552123,0.24589599273004425,1
GO:0034622,cellular protein-containing complex assembly,305,-0.21647303501714504,-1.2381587054963794,0.05219206680584551,0.24589599273004425,1
GO:0031570,DNA integrity checkpoint signaling,30,-0.3906867893028417,-1.4672451477781354,0.05220883534136546,0.24589599273004425,1
GO:0042255,ribosome assembly,34,-0.3795319584036103,-1.4559049274412046,0.052824308234200576,0.246967076979858,1
GO:0051085,chaperone cofactor-dependent protein refolding,12,-0.5339547080710788,-1.5404962651269865,0.052934358876355156,0.246967076979858,1
GO:0098771,inorganic ion homeostasis,96,0.28120767860729456,1.3504384526068336,0.05318165034394573,0.246967076979858,1
GO:0061136,regulation of proteasomal protein catabolic process,52,-0.3306793026174808,-1.416985854382549,0.053465346534653464,0.246967076979858,1
GO:0051251,positive regulation of lymphocyte activation,42,-0.3481608992339587,-1.4121573810429833,0.05360824742268041,0.246967076979858,1
GO:0070663,regulation of leukocyte proliferation,36,-0.36935346498651445,-1.4492971507065164,0.05360824742268041,0.246967076979858,1
GO:0043933,protein-containing complex subunit organization,477,-0.20173635495044084,-1.1935948335237665,0.0536480686695279,0.246967076979858,1
GO:0030307,positive regulation of cell growth,29,0.4140444698827963,1.524332823178506,0.0536779324055666,0.246967076979858,1
GO:0051480,regulation of cytosolic calcium ion concentration,25,0.4237081185080742,1.491512702815574,0.053784860557768925,0.246967076979858,1
GO:0000027,ribosomal large subunit assembly,15,-0.47958738827417063,-1.4900371596553155,0.053830227743271224,0.246967076979858,1
GO:0047496,vesicle transport along microtubule,15,-0.4763544471891468,-1.4799926871161253,0.053830227743271224,0.246967076979858,1
GO:0046651,lymphocyte proliferation,44,-0.3493286706494356,-1.43184768316085,0.05394190871369295,0.246967076979858,1
GO:0010232,vascular transport,10,0.5628700861093974,1.549844429918207,0.05394990366088632,0.246967076979858,1
GO:0150104,transport across blood-brain barrier,10,0.5628700861093974,1.549844429918207,0.05394990366088632,0.246967076979858,1
GO:0061077,chaperone-mediated protein folding,25,-0.4143325114848815,-1.4984923350058936,0.054,0.246967076979858,1
GO:0001654,eye development,42,0.36312115334642914,1.4511605863860526,0.05415860735009671,0.246967076979858,1
GO:0048880,sensory system development,42,0.36312115334642914,1.4511605863860526,0.05415860735009671,0.246967076979858,1
GO:0150063,visual system development,42,0.36312115334642914,1.4511605863860526,0.05415860735009671,0.246967076979858,1
GO:0034661,ncRNA catabolic process,20,-0.4374475335468959,-1.4978449775991862,0.05432595573440644,0.24698145716734746,1
GO:0050867,positive regulation of cell activation,50,-0.3393080966680327,-1.439555023853127,0.05443548387096774,0.24698145716734746,1
