p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
3.52734141684406e-25,-0.6726367786264675,0.005,0.151,2.5520315150866774e-21,H2BW2,NA,NA,NA,NA,NA,NA
4.444608074828092e-25,-0.6526186669651644,0.122,0.378,3.2156739421381247e-21,DEF6A,DEF6A,ENSNFUG00015023835,DEF6 guanine nucleotide exchange factor,ENSG00000023892,DEF6,DEF6 guanine nucleotide exchange factor
6.262864790240728e-25,-0.697377187524973,0.449,0.711,4.531182675739166e-21,polr2l,polr2l,ENSNFUG00015018950,RNA polymerase II subunit L,ENSG00000177700,POLR2L,"RNA polymerase II, I and III subunit L"
7.367845379618345e-25,0.8183405712850184,0.53,0.249,5.3306361321538726e-21,C1H19ORF53,C1H19ORF53,ENSNFUG00015001511,zgc:136864,ENSG00000104979,C19orf53,chromosome 19 open reading frame 53
8.747831206587784e-25,-0.5937356034108499,0.125,0.39,6.3290558779662616e-21,CSE1L,CSE1L,ENSNFUG00015020744,chromosome segregation 1 like,ENSG00000124207,CSE1L,chromosome segregation 1 like
9.712910211628667e-25,-0.5695613987325261,0.013,0.17,7.027290538113342e-21,sertad4,sertad4,ENSNFUG00015022789,SERTA domain-containing protein 4-like,ENSG00000082497,SERTAD4,SERTA domain containing 4
1.0220877949272966e-24,0.30026515245802443,1,1,7.394805196298992e-21,RPL7A,RPL7A,ENSNFUG00015007670,ribosomal protein L7a,ENSG00000148303,RPL7A,ribosomal protein L7a
1.4172771222372659e-24,-0.6786402278913433,0.351,0.654,1.0253999979386619e-20,WDR1,WDR1,ENSNFUG00015024110,WD repeat domain 1,ENSG00000071127,WDR1,WD repeat domain 1
1.9481376240979084e-24,-0.3584972451347873,0.013,0.17,1.4094775710348366e-20,si:dkeyp-26a9.2,si:dkeyp-26a9.2,ENSNFUG00015000597,histone H3 associated protein kinase,ENSG00000177602,HASPIN,histone H3 associated protein kinase
2.1005902520843536e-24,-0.6848878984983537,0.86,0.933,1.51977704738303e-20,CBX3A,CBX3A,ENSNFUG00015005822,chromobox 3,ENSG00000122565,CBX3,chromobox 3
2.5358323696697342e-24,-0.636557077016781,0.389,0.691,1.8346747194560526e-20,PSMA4,PSMA4,ENSNFUG00015010422,proteasome 20S subunit alpha 4,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4
2.5480335933889033e-24,-0.7266356417292004,0.129,0.375,1.8435023048168715e-20,sae1,sae1,ENSNFUG00015008566,SUMO1 activating enzyme subunit 1,ENSG00000142230,SAE1,SUMO1 activating enzyme subunit 1
2.6440115195150073e-24,-0.59656035389801,0.662,0.867,1.9129423343691078e-20,SNRPD3,SNRPD3,ENSNFUG00015018395,small nuclear ribonucleoprotein D3 polypeptide,ENSG00000286070,,novel protein
2.6440115195150073e-24,-0.59656035389801,0.662,0.867,1.9129423343691078e-20,SNRPD3,SNRPD3,ENSNFUG00015018395,small nuclear ribonucleoprotein D3 polypeptide,ENSG00000100028,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide
2.680527919571073e-24,-0.7220781692425232,0.283,0.568,1.9393619498096713e-20,ENSNFUG00015004335,,ENSNFUG00015004335,MAM domain containing 4,,NA,NA
3.189235498008944e-24,0.781867738150976,0.274,0.032,2.307411882809471e-20,LLPH,LLPH,ENSNFUG00015006094,"LLP homolog, long-term synaptic facilitation factor",,NA,NA
5.649994402094068e-24,-0.71432200330082,0.379,0.669,4.087770949915058e-20,ndufv1,ndufv1,ENSNFUG00015009972,"NADH:ubiquinone oxidoreductase core subunit V1",ENSG00000167792,NDUFV1,"NADH:ubiquinone oxidoreductase core subunit V1"
6.12932115241522e-24,0.4391362340989815,0.975,0.97,4.4345638537724114e-20,NSA2,NSA2,ENSNFUG00015017855,NSA2 ribosome biogenesis factor,ENSG00000164346,NSA2,NSA2 ribosome biogenesis factor
6.651269299611728e-24,0.26859323538179414,1,0.995,4.8121933382690853e-20,rpl18,rpl18,ENSNFUG00015010994,ribosomal protein L18,ENSG00000063177,RPL18,ribosomal protein L18
9.656931336495421e-24,-0.7700635231477186,0.215,0.496,6.986789821954437e-20,si:dkey-40c11.2,si:dkey-40c11.2,ENSNFUG00015020339,drebrin-like protein,,NA,NA
1.0697487069835313e-23,0.28855123166050234,0.999,1,7.73963189502585e-20,ENSNFUG00015011032,,ENSNFUG00015011032,ribosomal protein S29,,NA,NA
1.2559518423722268e-23,0.8099084399529621,0.367,0.099,9.086811579563061e-20,CCDC86,CCDC86,ENSNFUG00015007397,coiled-coil domain containing 86,ENSG00000110104,CCDC86,coiled-coil domain containing 86
1.6356473780279705e-23,-0.36706350391791737,0.001,0.128,1.1833908780032367e-19,ENSNFUG00015009658,,ENSNFUG00015009658,NA,ENSG00000146047,H2BC1,H2B clustered histone 1
2.0101199148445176e-23,-0.5462386488258928,0.094,0.331,1.4543217583900085e-19,ARL2,ARL2,ENSNFUG00015012281,ADP ribosylation factor like GTPase 2,ENSG00000213465,ARL2,ADP ribosylation factor like GTPase 2
2.0101199148445176e-23,-0.5462386488258928,0.094,0.331,1.4543217583900085e-19,ARL2,ARL2,ENSNFUG00015012281,ADP ribosylation factor like GTPase 2,ENSG00000273003,ARL2-SNX15,ARL2-SNX15 readthrough (NMD candidate)
3.524282768977557e-23,-0.4625537101691819,0.979,0.99,2.549818583355262e-19,GPI.1,NA,NA,NA,NA,NA,NA
4.3626051433740076e-23,-0.43629368896302084,0.001,0.126,3.1563448212310947e-19,ENSNFUG00015019320,,ENSNFUG00015019320,NA,ENSG00000146047,H2BC1,H2B clustered histone 1
4.6951775493811466e-23,-0.664776931477275,0.201,0.474,3.3969609569772597e-19,uba2,uba2,ENSNFUG00015013520,ubiquitin-like modifier activating enzyme 2,ENSG00000126261,UBA2,ubiquitin like modifier activating enzyme 2
5.562838209002358e-23,-0.3471647204622045,0,0.121,4.024713444213206e-19,BORA,BORA,ENSNFUG00015024557,BORA aurora kinase A activator,ENSG00000136122,BORA,BORA aurora kinase A activator
8.250605558136687e-23,-0.7570805444592169,0.23,0.489,5.969313121311893e-19,ccr9a,ccr9a,ENSNFUG00015009084,C-C chemokine receptor type 9-like,ENSG00000173585,CCR9,C-C motif chemokine receptor 9
8.435374266443864e-23,0.8340572667073,0.441,0.183,6.102993281772136e-19,pno1,pno1,ENSNFUG00015024451,partner of NOB1 homolog,ENSG00000115946,PNO1,partner of NOB1 homolog
9.245450463915631e-23,0.3006432863944557,0.994,0.995,6.68908341064296e-19,rpl39,rpl39,ENSNFUG00015000213,ribosomal protein L39,ENSG00000198918,RPL39,ribosomal protein L39
9.94754725164391e-23,-0.3659233219236285,0.003,0.128,7.197050436564369e-19,CCNB2,CCNB2,ENSNFUG00015009080,G2/mitotic-specific cyclin-B2-like,ENSG00000157456,CCNB2,cyclin B2
1.06764969117942e-22,-0.5584083782064833,0.101,0.333,7.724445515683103e-19,DARS,DARS,ENSNFUG00015023759,aspartyl-tRNA synthetase 1,ENSG00000115866,DARS1,aspartyl-tRNA synthetase 1
1.224884971100565e-22,-0.5598215064483709,0.091,0.319,8.862042765912589e-19,PDCD6,PDCD6,ENSNFUG00015004719,programmed cell death 6,ENSG00000249915,PDCD6,programmed cell death 6
1.3049422247301425e-22,0.25302217845382113,1,0.993,9.44125699592258e-19,rpl30,rpl30,ENSNFUG00015012732,ribosomal protein L30,ENSG00000156482,RPL30,ribosomal protein L30
1.583121440730138e-22,-0.2986522783848594,0,0.119,1.1453883623682548e-18,KIF20A,KIF20A,ENSNFUG00015004800,kinesin family member 20A,ENSG00000112984,KIF20A,kinesin family member 20A
1.616768262586906e-22,-0.6363911412149127,0.291,0.57,1.1697318379816265e-18,ndufb2,ndufb2,ENSNFUG00015006305,"NADH:ubiquinone oxidoreductase subunit B2",ENSG00000090266,NDUFB2,"NADH:ubiquinone oxidoreductase subunit B2"
3.515640689708764e-22,-0.7169924581436014,0.555,0.78,2.5435660390042904e-18,TDP1,TDP1,ENSNFUG00015016157,tyrosyl-DNA phosphodiesterase 1,ENSG00000042088,TDP1,tyrosyl-DNA phosphodiesterase 1
3.641451731067113e-22,-0.6084269639511972,0.149,0.402,2.6345903274270564e-18,nansa,nansa,ENSNFUG00015010479,sialic acid synthase-like,ENSG00000095380,"NANS",N-acetylneuraminate synthase
3.9768467706980174e-22,-0.3483597301396867,0.009,0.146,2.8772486386000155e-18,KIF18A,KIF18A,ENSNFUG00015017568,kinesin family member 18A,ENSG00000121621,KIF18A,kinesin family member 18A
8.009508120370138e-22,-0.5596301397534146,0.164,0.422,5.794879125087795e-18,CSTF1,CSTF1,ENSNFUG00015016229,cleavage stimulation factor subunit 1,ENSG00000101138,CSTF1,cleavage stimulation factor subunit 1
1.276256340826298e-21,-0.3105275253101326,0,0.114,9.233714625878265e-18,aurka,aurka,ENSNFUG00015022558,aurora kinase A,ENSG00000087586,AURKA,aurora kinase A
1.2818041937386792e-21,0.2585489054250729,1,0.995,9.273853341699344e-18,rpl35a,rpl35a,ENSNFUG00015003307,ribosomal protein L35a,ENSG00000182899,RPL35A,ribosomal protein L35a
1.3908842207972816e-21,-0.5475325484825309,0.929,0.953,1.0063047337468332e-17,ENSNFUG00015011525,,ENSNFUG00015011525,chemokine-like factor,ENSG00000217555,CKLF,chemokine like factor
1.9811706140803093e-21,-0.44200580551727064,0.926,0.965,1.4333769392871036e-17,GMFG,GMFG,ENSNFUG00015001975,glia maturation factor gamma,ENSG00000130755,GMFG,glia maturation factor gamma
2.259578982509959e-21,-0.329508409733487,0.009,0.141,1.6348053938459554e-17,SPAG5,SPAG5,ENSNFUG00015004985,sperm associated antigen 5,,NA,NA
2.5628222623520757e-21,-0.5376546417708437,0.067,0.264,1.8542019068117267e-17,CAPNS2,CAPNS2,ENSNFUG00015015881,calpain small subunit 1-like,ENSG00000126247,CAPNS1,calpain small subunit 1
3.2713057392225317e-21,-0.374621404230145,0.012,0.148,2.3667897023275018e-17,ENSNFUG00015010631,,ENSNFUG00015010631,NA,ENSG00000146047,H2BC1,H2B clustered histone 1
3.3009440737489543e-21,-0.5708417919188202,0.172,0.425,2.3882330373573684e-17,cpsf3,cpsf3,ENSNFUG00015003613,cleavage and polyadenylation specificity factor subunit 3-like,ENSG00000119203,CPSF3,cleavage and polyadenylation specific factor 3
3.977508294130937e-21,-0.3065469031223204,0.013,0.153,2.877727250803733e-17,PRKRIRA,PRKRIRA,ENSNFUG00015008183,52 kDa repressor of the inhibitor of the protein kinase-like,ENSG00000137492,THAP12,THAP domain containing 12
4.0674932049242395e-21,0.428579174274617,0.977,0.968,2.9428313337626875e-17,rpl4,rpl4,ENSNFUG00015008298,ribosomal protein L4,ENSG00000174444,RPL4,ribosomal protein L4
4.524525170857878e-21,0.3463162503857191,1,0.995,3.273493961115675e-17,TXNDC2,TXNDC2,ENSNFUG00015005045,thioredoxin,,NA,NA
4.634396996408827e-21,-0.648186947375631,0.149,0.402,3.3529862269017866e-17,CHEK1,CHEK1,ENSNFUG00015018971,checkpoint kinase 1,,NA,NA
6.556795744528987e-21,-0.5287336778473772,0.706,0.874,4.7438417211667224e-17,ATP5G3B,ATP5G3B,ENSNFUG00015009524,"ATP synthase F(0) complex subunit C3, mitochondrial-like",,NA,NA
9.585569381097429e-21,0.26500601360589293,0.999,1,6.935159447223989e-17,EEF1B2,EEF1B2,ENSNFUG00015011306,leucine-rich repeat flightless-interacting protein 2-like,ENSG00000124831,LRRFIP1,LRR binding FLII interacting protein 1
9.972697055131114e-21,-0.6582738772630807,0.122,0.348,7.215246319387361e-17,MOV10,MOV10,ENSNFUG00015017875,putative helicase mov-10-B.1,ENSG00000155363,MOV10,Mov10 RISC complex RNA helicase
1.245578922305156e-20,0.6846243038162212,0.274,0.052,9.011763502877805e-17,SURF6,SURF6,ENSNFUG00015007712,surfeit 6,ENSG00000148296,SURF6,surfeit 6
1.4653670704709767e-20,-0.7420002088545724,0.18,0.422,1.0601930754857517e-16,AARS,AARS,ENSNFUG00015022393,alanyl-tRNA synthetase 1,ENSG00000090861,AARS1,alanyl-tRNA synthetase 1
1.6392385808309203e-20,0.8106155074692711,0.614,0.427,1.185989113231171e-16,pabpc1b,pabpc1b,ENSNFUG00015013150,"poly A binding protein, cytoplasmic 1 b",ENSG00000184388,PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B
1.6392385808309203e-20,0.8106155074692711,0.614,0.427,1.185989113231171e-16,pabpc1b,pabpc1b,ENSNFUG00015013150,"poly A binding protein, cytoplasmic 1 b",ENSG00000186288,PABPC1L2A,poly(A) binding protein cytoplasmic 1 like 2A
2.0717470820195144e-20,0.26871431682143143,1,0.995,1.4989090138411187e-16,RPL37,RPL37,ENSNFUG00015003531,ribosomal protein L37,ENSG00000145592,RPL37,ribosomal protein L37
2.78974396977362e-20,-0.5937821032264414,0.26,0.531,2.018379762131214e-16,FNTB,FNTB,ENSNFUG00015003237,protein farnesyltransferase subunit beta-like,ENSG00000125954,CHURC1-FNTB,CHURC1-FNTB readthrough
2.78974396977362e-20,-0.5937821032264414,0.26,0.531,2.018379762131214e-16,FNTB,FNTB,ENSNFUG00015003237,protein farnesyltransferase subunit beta-like,ENSG00000257365,FNTB,"farnesyltransferase, CAAX box, beta"
3.736103800180777e-20,-0.5675441918903219,0.136,0.363,2.7030710994307922e-16,CARKD,CARKD,ENSNFUG00015006268,"NAD(P)HX dehydratase",ENSG00000213995,"NAXD","NAD(P)HX dehydratase"
5.3326831036669874e-20,-0.389139699615928,0.067,0.264,3.8581962255030654e-16,dhrs7,dhrs7,ENSNFUG00015018749,dehydrogenase/reductase 7,ENSG00000100612,DHRS7,dehydrogenase/reductase 7
6.468417086753075e-20,-0.5975187113143172,0.441,0.689,4.67989976226585e-16,LSM6,LSM6,ENSNFUG00015002878,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",ENSG00000164167,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
6.484317179432749e-20,-0.27819062474069123,0.003,0.114,4.691403479319593e-16,dlgap5,dlgap5,ENSNFUG00015013946,"discs, large (Drosophila) homolog-associated protein 5",ENSG00000126787,DLGAP5,DLG associated protein 5
9.722668154419038e-20,-0.5039105895621676,0.049,0.222,7.034350409722174e-16,ANKRD12,ANKRD12,ENSNFUG00015015731,ankyrin repeat domain 12,ENSG00000101745,ANKRD12,ankyrin repeat domain 12
1.0715893780233132e-19,-0.3245756668810449,0.992,0.985,7.752949149998671e-16,ALOX5AP,ALOX5AP,ENSNFUG00015013589,arachidonate 5-lipoxygenase activating protein,ENSG00000132965,ALOX5AP,arachidonate 5-lipoxygenase activating protein
1.128770025245298e-19,-0.3661499152623463,0.014,0.146,8.166651132649731e-16,LZIC,LZIC,ENSNFUG00015017112,leucine zipper and CTNNBIP1 domain containing,ENSG00000162441,LZIC,leucine zipper and CTNNBIP1 domain containing
1.234264684338518e-19,-0.4017752044819557,0.035,0.195,8.929904991189178e-16,ENSNFUG00015013094,,ENSNFUG00015013094,spindle and kinetochore-associated protein 2-like,ENSG00000182628,SKA2,spindle and kinetochore associated complex subunit 2
1.280753321326102e-19,0.7054731526855903,0.301,0.081,9.266250279794349e-16,nop10,nop10,ENSNFUG00015005612,NOP10 ribonucleoprotein,ENSG00000182117,NOP10,NOP10 ribonucleoprotein
1.3976959321283518e-19,-0.586385945782862,0.512,0.756,1.0112330068948625e-15,ENSNFUG00015020836,NA,NA,NA,NA,NA,NA
1.576336538712101e-19,-0.26249196709837896,0.004,0.116,1.1404794857582052e-15,MASTL,MASTL,ENSNFUG00015019550,microtubule associated serine/threonine kinase like,ENSG00000120539,MASTL,microtubule associated serine/threonine kinase like
1.677990210546249e-19,-0.472972388893095,0.31,0.602,1.2140259173302112e-15,BUD31,BUD31,ENSNFUG00015003359,BUD31 homolog,ENSG00000106245,BUD31,BUD31 homolog
1.815345818332916e-19,-0.5694190181650693,0.144,0.378,1.3134026995638647e-15,sfpq,sfpq,ENSNFUG00015021508,splicing factor proline/glutamine-rich,ENSG00000116560,SFPQ,splicing factor proline and glutamine rich
2.0175218701382732e-19,-0.5765168704313114,0.285,0.556,1.4596770730450406e-15,BCL7B,BCL7B,ENSNFUG00015008756,BAF chromatin remodeling complex subunit BCL7B,ENSG00000106635,BCL7B,BAF chromatin remodeling complex subunit BCL7B
4.807311502298111e-19,-0.45948408773619887,0.103,0.316,3.4780898719126833e-15,dnm2b,dnm2b,ENSNFUG00015013826,dynamin 2b,ENSG00000079805,DNM2,dynamin 2
7.290204601549401e-19,-0.43301131903306656,0.054,0.227,5.2744630292209915e-15,RTEL1,RTEL1,ENSNFUG00015007055,regulator of telomere elongation helicase 1,ENSG00000026036,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate)
7.290204601549401e-19,-0.43301131903306656,0.054,0.227,5.2744630292209915e-15,RTEL1,RTEL1,ENSNFUG00015007055,regulator of telomere elongation helicase 1,ENSG00000258366,RTEL1,regulator of telomere elongation helicase 1
7.980978162968909e-19,0.7460468495889003,0.586,0.368,5.774237700908006e-15,ccnd2a,ccnd2a,ENSNFUG00015023836,G1/S-specific cyclin-D2-like,ENSG00000118971,CCND2,cyclin D2
7.980978162968909e-19,0.7460468495889003,0.586,0.368,5.774237700908006e-15,ccnd2a,ccnd2a,ENSNFUG00015023836,G1/S-specific cyclin-D2-like,ENSG00000285901,,novel transcript
8.412510356326998e-19,-0.2833801014190547,0.005,0.116,6.086451242802583e-15,PQLC2,PQLC2,ENSNFUG00015015687,solute carrier family 66 member 1,ENSG00000040487,SLC66A1,solute carrier family 66 member 1
8.68417512875962e-19,-0.8354465242198472,0.233,0.479,6.283000705657585e-15,atad2,atad2,ENSNFUG00015004103,ATPase family AAA domain containing 2,ENSG00000156802,ATAD2,ATPase family AAA domain containing 2
8.728893800572915e-19,-0.6479332378457874,0.277,0.531,6.3153546647145044e-15,anp32b,anp32b,ENSNFUG00015004927,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B",ENSG00000136938,ANP32B,acidic nuclear phosphoprotein 32 family member B
1.0045945245624957e-18,-0.4988176400785787,0.128,0.346,7.268241385209656e-15,top2b,top2b,ENSNFUG00015011532,DNA topoisomerase II beta,ENSG00000077097,TOP2B,DNA topoisomerase II beta
1.1087397176027102e-18,0.7407658208641033,0.636,0.457,8.021731856855607e-15,snu13a,snu13a,ENSNFUG00015014763,"SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5)",ENSG00000100138,SNU13,small nuclear ribonucleoprotein 13
1.1448500052230002e-18,-0.6722415149518066,0.193,0.422,8.282989787788407e-15,rasal3,rasal3,ENSNFUG00015003857,ras GTPase-activating protein nGAP-like,ENSG00000105122,RASAL3,RAS protein activator like 3
1.1951694671849123e-18,-0.5758448137227064,0.291,0.556,8.647051095082841e-15,hsd17b10,hsd17b10,ENSNFUG00015020276,hydroxysteroid 17-beta dehydrogenase 10,ENSG00000072506,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
1.245321214265871e-18,-0.5296506714007467,0.592,0.81,9.009898985213577e-15,SNRPB,SNRPB,ENSNFUG00015010061,small nuclear ribonucleoprotein-associated protein B',ENSG00000125835,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1
1.7130230500840181e-18,-0.2907693623530258,0.001,0.101,1.2393721767357872e-14,HIST1H2BD.1,NA,NA,NA,NA,NA,NA
1.7141404561492068e-18,-0.6128325336642638,0.131,0.351,1.2401806200239512e-14,AKIRIN1,AKIRIN1,ENSNFUG00015020123,akirin 1,ENSG00000174574,AKIRIN1,akirin 1
2.2205948691140876e-18,0.4326165296679507,0.952,0.941,1.6066003878040423e-14,AK2,AK2,ENSNFUG00015021475,adenylate kinase 2,ENSG00000004455,AK2,adenylate kinase 2
2.3942581339753018e-18,-0.5597132949326853,0.49,0.733,1.7322457599311307e-14,ilf2,ilf2,ENSNFUG00015022444,interleukin enhancer binding factor 2,ENSG00000143621,ILF2,interleukin enhancer binding factor 2
2.6233201327693856e-18,-0.4746601022431212,0.138,0.363,1.8979721160586504e-14,PEX16,PEX16,ENSNFUG00015010190,peroxisomal biogenesis factor 16,ENSG00000121680,PEX16,peroxisomal biogenesis factor 16
2.7422697246024523e-18,-0.27082161940386906,0.004,0.109,1.9840321457498742e-14,ttk,ttk,ENSNFUG00015002865,TTK protein kinase,ENSG00000112742,TTK,TTK protein kinase
6.161053881971643e-18,-0.45326618340235036,0.082,0.272,4.457522483606484e-14,MZT1,MZT1,ENSNFUG00015024553,mitotic spindle organizing protein 1,ENSG00000204899,MZT1,mitotic spindle organizing protein 1
9.4339803710002e-18,0.37310358976564517,0.988,0.965,6.825484798418645e-14,ruvbl2,ruvbl2,ENSNFUG00015024527,RuvB like AAA ATPase 2,ENSG00000183207,RUVBL2,RuvB like AAA ATPase 2
1.1070443429750475e-17,-0.3737194990180903,0.991,0.985,8.009465821424469e-14,ENSNFUG00015023573,,ENSNFUG00015023573,NA,,NA,NA
1.161129195686795e-17,-0.4860176090663202,0.568,0.79,8.400769730793962e-14,NDUFA8,NDUFA8,ENSNFUG00015025189,"NADH:ubiquinone oxidoreductase subunit A8",ENSG00000119421,NDUFA8,"NADH:ubiquinone oxidoreductase subunit A8"
1.641149725535089e-17,-0.46793457081944223,0.191,0.44,1.187371826424637e-13,sept7b,sept7b,ENSNFUG00015009531,septin 7b,,NA,NA
2.3351251908897235e-17,-0.5031505751130453,0.216,0.472,1.6894630756087149e-13,Nfu-g-1-016443,NA,NA,NA,NA,NA,NA
3.0131924196234777e-17,-0.4844404262682104,0.272,0.528,2.180044715597586e-13,ESD,ESD,ENSNFUG00015006947,esterase D,ENSG00000139684,ESD,esterase D
4.158844047503194e-17,-0.5640998487714972,0.49,0.731,3.008923668368561e-13,ppp1cab,ppp1cab,ENSNFUG00015023108,serine/threonine-protein phosphatase alpha-2 isoform-like,,NA,NA
5.509593211712185e-17,-0.4399983238502795,0.071,0.247,3.986190688673766e-13,med24,med24,ENSNFUG00015008148,mediator complex subunit 24,ENSG00000008838,MED24,mediator complex subunit 24
5.647652258109397e-17,-0.5604671703817984,0.335,0.585,4.086076408742149e-13,jagn1b,jagn1b,ENSNFUG00015004083,jagunal homolog 1b,ENSG00000171135,JAGN1,jagunal homolog 1
6.502870610831686e-17,0.6632588675054191,0.26,0.064,4.704826886936725e-13,TMEM50A,TMEM50A,ENSNFUG00015014531,transmembrane protein 50A,ENSG00000183726,TMEM50A,transmembrane protein 50A
7.423070898855399e-17,0.4109874493614054,0.988,0.983,5.370591795321881e-13,ENSNFUG00015019771,,ENSNFUG00015019771,NA,ENSG00000233276,GPX1,glutathione peroxidase 1
8.19503629434177e-17,-0.45797501275059505,0.771,0.896,5.929108758956271e-13,COX8A,COX8A,ENSNFUG00015018035,"cytochrome c oxidase subunit 8A, mitochondrial-like",,NA,NA
8.397270073902937e-17,-0.48204511313500115,0.093,0.279,6.075424898468775e-13,SNX7,SNX7,ENSNFUG00015009025,sorting nexin 7,ENSG00000162627,SNX7,sorting nexin 7
9.162477228004093e-17,0.7003692911084798,0.418,0.207,6.629052274460961e-13,MRTO4,MRTO4,ENSNFUG00015021189,"MRT4 homolog, ribosome maturation factor",ENSG00000053372,MRTO4,"MRT4 homolog, ribosome maturation factor"
9.571518648992502e-17,0.5139131012701633,0.274,0.069,6.924993742546074e-13,MSH6,MSH6,ENSNFUG00015006310,mutS homolog 6,ENSG00000116062,MSH6,mutS homolog 6
9.579503279536044e-17,-0.4446053344458418,0.783,0.891,6.930770622744328e-13,Nfu-g-1-007837,NA,NA,NA,NA,NA,NA
1.0076332656941733e-16,-0.5221569468854288,0.154,0.373,7.290226677297344e-13,DNAJA4,DNAJA4,ENSNFUG00015011108,dnaJ homolog subfamily A member 4-like,ENSG00000140403,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4
1.0320978988338096e-16,0.6966136318918188,0.345,0.138,7.467228298062612e-13,AKR1E2,NA,NA,NA,NA,NA,NA
1.063494231625772e-16,-0.5390567927000753,0.123,0.323,7.69438076581246e-13,vps53,vps53,ENSNFUG00015001907,VPS53 subunit of GARP complex,ENSG00000141252,VPS53,VPS53 subunit of GARP complex
1.139887033181792e-16,-0.5598486753534537,0.596,0.795,8.247082685070265e-13,CU463790.1,CU463790.1,ENSNFUG00015002947,FXYD domain-containing ion transport regulator 5-like,,NA,NA
1.1492782373371808e-16,-0.3430978593940721,0.933,0.973,8.315028047134504e-13,ATP5B,ATP5B,ENSNFUG00015000801,ATP synthase F1 subunit beta,ENSG00000110955,ATP5F1B,ATP synthase F1 subunit beta
1.2458770589883824e-16,-0.5274224652739786,0.149,0.363,9.013920521780946e-13,CFL1,CFL1,ENSNFUG00015001298,cofilin 1,ENSG00000172757,CFL1,cofilin 1
1.2709384541672367e-16,-0.522051758099192,0.082,0.254,9.195239715899958e-13,ANXA1A,ANXA1A,ENSNFUG00015019151,annexin A1,ENSG00000135046,ANXA1,annexin A1
1.4762110662868683e-16,0.728544608160279,0.411,0.193,1.0680387064585493e-12,ENSNFUG00015019650,,ENSNFUG00015019650,NA,ENSG00000125482,TTF1,transcription termination factor 1
1.5222375276446355e-16,-0.4981474890234846,0.074,0.244,1.1013388512508938e-12,tmod2,tmod2,ENSNFUG00015007636,tropomodulin 2,ENSG00000138594,TMOD3,tropomodulin 3
1.617013315821707e-16,0.43545391950411183,0.904,0.857,1.169909133997005e-12,ENSNFUG00015008722,,ENSNFUG00015008722,polyadenylate-binding protein 1,ENSG00000184388,PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B
1.617013315821707e-16,0.43545391950411183,0.904,0.857,1.169909133997005e-12,ENSNFUG00015008722,,ENSNFUG00015008722,polyadenylate-binding protein 1,ENSG00000186288,PABPC1L2A,poly(A) binding protein cytoplasmic 1 like 2A
1.7527444930316287e-16,-0.610986415675246,0.382,0.642,1.2681106407083835e-12,NRD1,NRD1,ENSNFUG00015017003,nardilysin convertase,ENSG00000078618,NRDC,nardilysin convertase
1.8422274564073086e-16,-0.26146808477308126,0.016,0.131,1.3328515647106879e-12,hnrnpm,hnrnpm,ENSNFUG00015025437,heterogeneous nuclear ribonucleoprotein M,ENSG00000099783,HNRNPM,heterogeneous nuclear ribonucleoprotein M
1.851531451340162e-16,-0.8342099592284015,0.109,0.301,1.3395830050446072e-12,HSP90AA1.2,HSP90AA1.2,ENSNFUG00015011529,heat shock protein HSP 90-alpha,ENSG00000080824,HSP90AA1,heat shock protein 90 alpha family class A member 1
1.967719016678728e-16,-0.3620874986781025,0.067,0.237,1.4236447085670598e-12,S100V1,S100V1,ENSNFUG00015010689,uncharacterized LOC107379055,,NA,NA
2.1756268277078576e-16,-0.2557841539640182,0.982,0.998,1.574066009846635e-12,ENSNFUG00015023353,,ENSNFUG00015023353,NA,,NA,NA
2.2811701168309045e-16,-0.5013706715671257,0.19,0.412,1.6504265795271594e-12,SET,SET,ENSNFUG00015005715,protein SET-like,ENSG00000119335,SET,SET nuclear proto-oncogene
2.363789598016615e-16,-0.531570185078645,0.636,0.817,1.7102017741650209e-12,snrpf,snrpf,ENSNFUG00015010592,small nuclear ribonucleoprotein polypeptide F,ENSG00000139343,SNRPF,small nuclear ribonucleoprotein polypeptide F
2.862110670938502e-16,-0.4081195921979106,0.052,0.205,2.0707370704240062e-12,MCCC2,MCCC2,ENSNFUG00015021504,methylcrotonoyl-CoA carboxylase 2,ENSG00000131844,MCCC2,methylcrotonyl-CoA carboxylase subunit 2
3.2037304491078295e-16,-0.43745271155625787,0.801,0.904,2.3178989799295145e-12,pomp,pomp,ENSNFUG00015004376,proteasome maturation protein,ENSG00000132963,POMP,proteasome maturation protein
